5454;DS;Manifiesto una conciencia cr¡tica y anal¡tica;9003436316;52;10;S;S
;DS;Debe dedicarse y comprometerse a presentar  oportunamente las actividades en el  rea.;9003436316;10;10;S;S
;DS;Debe interesarse por el  rea para alcanzar los logros de manera satisfactoria.;9003436316;10;10;S;S
;DS;Alcanzo los logros con actividades complementarias durante el periodo. ;9003436316;10;10;S;S
;DS;Muestra apat¡a por el  rea perjudicando su desempe¤o;9003436316;10;10;S;S
;DS;Es desordenado, habla mucho y rinde poco. Sup‚rese tiene capacidades;9003436316;10;10;S;S
;DS;No alcanzo los logros m¡nimos y requiere actividades complementarias para superarlas;9003436316;10;10;S;S
;DS;Aplica su comprensi¢n humanista sobre los fen¢menos socioculturales en desarrollo del hombre.;9003436316;10;10;S;S
;DS;Produce textos donde argumenta coherentemente su pensamiento frente a distintos autores.;9003436316;10;10;S;S
;DS;Respeta las diferentes din micas del desarrollo de procesos filos¢ficos.;9003436316;10;10;S;S
;DS;Desarrolla las competencias a trav‚s de los contenidos vistos en el per¡odo, mediante la evaluaci¢n de s¡ntesis.;9003436316;10;10;S;S
;DS;Identifica el papel del libre pensamiento en el proceso reflexivo de la filosof¡a.;9003436316;10;10;S;S
;DS;Posee una actitud acorde a nivel en el que trabaja.;9003436316;10;10;S;S
;DS;Aprecia la vida y obra de Santo Tom s y San Agust¡n.;9003436316;10;10;S;S
;DS;Discute sobre la confrontaci¢n, diferencias, acuerdos entre los antiguos y nuevos sistemas filos¢ficos y la visi¢n del hombre. ;9003436316;10;10;S;S
;DS;Posee una actitud acorde a nivel en el que trabaja.;9003436316;10;10;S;S
;DS;Manifiesto una conciencia cr¡tica y anal¡tica;9003436316;10;11;S;S
;DS;Debe dedicarse y comprometerse a presentar  oportunamente las actividades en el  rea.;9003436316;10;11;S;S
;DS;Debe interesarse por el  rea para alcanzar los logros de manera satisfactoria.;9003436316;10;11;S;S
;DS;Alcanzo los logros con actividades complementarias durante el periodo. ;9003436316;10;11;S;S
;DS;Muestra apat¡a por el  rea perjudicando su desempe¤o;9003436316;10;11;S;S
;DS;Es desordenado, habla mucho y rinde poco. Sup‚rese tiene capacidades;9003436316;10;11;S;S
;DS;No alcanzo los logros m¡nimos y requiere actividades complementarias para superarlas;9003436316;10;11;S;S
;DS;Aplica su comprensi¢n humanista sobre los fen¢menos socioculturales en desarrollo del hombre.;9003436316;10;11;S;S
;DS;Produce textos donde argumenta coherentemente su pensamiento frente a distintos autores.;9003436316;10;11;S;S
;DS;Respeta las diferentes din micas del desarrollo de procesos filos¢ficos.;9003436316;10;11;S;S
;DS;Desarrolla las competencias a trav‚s de los contenidos vistos en el per¡odo, mediante la evaluaci¢n de s¡ntesis.;9003436316;10;11;S;S
;DS;Identifica el papel del libre pensamiento en el proceso reflexivo de la filosof¡a.;9003436316;10;11;S;S
;DS;Posee una actitud acorde a nivel en el que trabaja.;9003436316;10;11;S;S
;DS;Aprecia la vida y obra de Santo Tom s y San Agust¡n.;9003436316;10;11;S;S
;DS;Discute sobre la confrontaci¢n, diferencias, acuerdos entre los antiguos y nuevos sistemas filos¢ficos y la visi¢n del hombre. ;9003436316;10;11;S;S
;DS;Posee una actitud acorde a nivel en el que trabaja.;9003436316;10;11;S;S
;DS;Manifiesto una conciencia cr¡tica y anal¡tica;9003436316;10;12;S;S
;DS;Debe dedicarse y comprometerse a presentar  oportunamente las actividades en el  rea.;9003436316;10;12;S;S
;DS;Debe interesarse por el  rea para alcanzar los logros de manera satisfactoria.;9003436316;10;12;S;S
;DS;Alcanzo los logros con actividades complementarias durante el periodo. ;9003436316;10;12;S;S
;DS;Muestra apat¡a por el  rea perjudicando su desempe¤o;9003436316;10;12;S;S
;DS;Es desordenado, habla mucho y rinde poco. Sup‚rese tiene capacidades;9003436316;10;12;S;S
;DS;No alcanzo los logros m¡nimos y requiere actividades complementarias para superarlas;9003436316;10;12;S;S
;DS;Aplica su comprensi¢n humanista sobre los fen¢menos socioculturales en desarrollo del hombre.;9003436316;10;12;S;S
;DS;Produce textos donde argumenta coherentemente su pensamiento frente a distintos autores.;9003436316;10;12;S;S
;DS;Respeta las diferentes din micas del desarrollo de procesos filos¢ficos.;9003436316;10;12;S;S
;DS;Desarrolla las competencias a trav‚s de los contenidos vistos en el per¡odo, mediante la evaluaci¢n de s¡ntesis.;9003436316;10;12;S;S
;DS;Identifica el papel del libre pensamiento en el proceso reflexivo de la filosof¡a.;9003436316;10;12;S;S
;DS;Posee una actitud acorde a nivel en el que trabaja.;9003436316;10;12;S;S
;DS;Aprecia la vida y obra de Santo Tom s y San Agust¡n.;9003436316;10;12;S;S
;DS;Discute sobre la confrontaci¢n, diferencias, acuerdos entre los antiguos y nuevos sistemas filos¢ficos y la visi¢n del hombre. ;9003436316;10;12;S;S
;DS;Posee una actitud acorde a nivel en el que trabaja.;9003436316;10;12;S;S
;DS;Manifiesto una conciencia cr¡tica y anal¡tica;9003436316;10;13;S;S
;DS;Debe dedicarse y comprometerse a presentar  oportunamente las actividades en el  rea.;9003436316;10;13;S;S
;DS;Debe interesarse por el  rea para alcanzar los logros de manera satisfactoria.;9003436316;10;13;S;S
;DS;Alcanzo los logros con actividades complementarias durante el periodo. ;9003436316;10;13;S;S
;DS;Muestra apat¡a por el  rea perjudicando su desempe¤o;9003436316;10;13;S;S
;DS;Es desordenado, habla mucho y rinde poco. Sup‚rese tiene capacidades;9003436316;10;13;S;S
;DS;No alcanzo los logros m¡nimos y requiere actividades complementarias para superarlas;9003436316;10;13;S;S
;DS;Aplica su comprensi¢n humanista sobre los fen¢menos socioculturales en desarrollo del hombre.;9003436316;10;13;S;S
;DS;Produce textos donde argumenta coherentemente su pensamiento frente a distintos autores.;9003436316;10;13;S;S
;DS;Respeta las diferentes din micas del desarrollo de procesos filos¢ficos.;9003436316;10;13;S;S
;DS;Desarrolla las competencias a trav‚s de los contenidos vistos en el per¡odo, mediante la evaluaci¢n de s¡ntesis.;9003436316;10;13;S;S
