4294;DS;Nombra animales salvajes en ingl‚s;9003436316;25;5;S;S
;DS;Utiliza adjetivos calificativos para describir animales en ingl‚s;9003436316;25;5;S;S
;DS;Escribe y Nombra prendas de vestir en Ingl‚s;9003436316;25;6;S;S
;DS;Canta rondas en ingl‚s y es  gil siguiendo las instrucciones que se dan en ellas;9003436316;25;6;S;S
;DS;Reconoce y nombra partes de la ciudad;9003436316;25;7;S;S
;DS;Responde preguntas de forma oral y escrita utilizando preposiciones de lugar;9003436316;25;7;S;S
;DS;Realiza oraciones  cortas en presente simple;9003436316;25;8;S;S
;DS;Reconoce la estructura de la pregunta en presente simple y realiza preguntas con ella;9003436316;25;8;S;S
;DS;Realiza escritos sobre su rutina diaria en presente simple;9003436316;25;8;S;S
;DS;Reconoce las reglas gramaticales para el presente continuo;9003436316;25;9;S;S
;DS;Realiza oraciones y preguntas en presente continuo;9003436316;25;9;S;S
;DS;Escribe historia cortas en presente simple;9003436316;25;9;S;S
